index,0,1
4807,EDRHO,"Duisburg-Ruhrort 
      Hafen Ölinsel"
4808,EDRHS,"Duisburg-Ruhrort 
      Hafen Südhafen"
4809,EDRHT,"Duisburg-Ruhrort 
      Hafen Bt"
4810,EDRHU,"Duisburg-Ruhrort 
      Hafen Ubf"
4811,EDRHW,"Duisburg-Ruhrort 
      Hafen Wt"
4812,EDRHY,"Duisburg-Ruhrort 
      Hafen Brücke"
4813,EDRL,"Dorlar 
      (Kr Meschede)"
4814,EDRM,Duisburg-Rahm
4815,EDRN,Dorsten
4816,EDRN1,Dorsten
4817,EDRO,Drolshagen
4818,EDRS,Drensteinfurt
4819,EDRT,Duisburg-Ratingsee
4820,EDRU,Duisburg-Ruhrort
4821,EDRUP,"Duisburg-Ruhrort 
      (Bstg)"
4822,EDRZ,"Dortmund-Rahm 
      (Abzw)"
4823,EDSH,Dortmund-Scharnhorst
4824,EDSL,"Duisburg 
      Schlenk"
4825,EDSM,Dortmund-Somborn
4826,EDSN,Dortmund-Deusen
4827,EDSO,Dortmund-Sölde
4828,EDSR,Dortmund-Schüren
4829,EDST,"Dortmund 
      Stadthaus"
4830,EDTD,Diestedde
4831,EDTF,Dreis-Tiefenbach
4832,EDTH,Dörenthe
4833,EDTM,Detmold
4834,EDTMK,"Detmold 
      Kronenplatz"
4835,EDTP,"Dortmund 
      Tierpark"
4836,EDUI,Duisburg-Duissern
4837,EDUL,Dülmen
4838,EDUP,Duisburg-Dümpten
4839,EDUV,"Dortmund 
      Universität"
4840,EDVB,Davensberg
4841,EDW,"Dortmund 
      West"
4842,EDWD,Duisburg-Wedau
4843,EDWDA,"Duisburg-Wedau 
      AK-Wagen"
4844,EDWDB,"Duisburg-Wedau 
      Bez. Bissingheim"
4845,EDWDE,"Duisburg-Wedau 
      Bez. Entenfang"
4846,EDWDF,"Duisburg 
      Entenfang (Abzw)"
4847,EDWDM,"Duisburg-Wedau 
      Magazin"
4848,EDWDN,"Duisburg-Wedau 
      Bez. Nordberg"
4849,EDWDP,"Duisburg-Wedau 
      Bez. Pbf"
4850,EDWDS,"Duisburg-Wedau 
      Bez. Südberg"
4851,EDWDT,"Duisburg-Wedau 
      Bez. Nt"
4852,EDWDU,"Duisburg-Wedau 
      Bez. Umspanngruppe"
4853,EDWDV,"Duisburg-Wedau 
      Bez. IV"
4854,EDWDW,"Duisburg-Wedau 
      Bez. Wnt"
4855,EDWE,"Duisburg 
      West"
4856,EDWH,"Dortmund 
      Westfalenhalle"
4857,EDWI,Dortmund-Wickede
4858,EDWK,"Dortmund-Körne 
      West"
4859,EDWS,"Dortmund 
      Westerholz"
4860,EDWW,"Dortmund-Wickede 
      West"
4861,EDYK,"Geseke 
      Dyckerhoff"
4862,EE,"Essen 
      Hbf"
4863,EE-B,"Essen 
      Hbf Busbf"
4864,EE-O,"Essen 
      Hbf Ero"
4865,EE-R,"Essen 
      Hbf Er"
4866,EE-U,"Essen 
      Hbf Burggrafenstraße"
4867,EE-W,"Essen 
      Waldthausen"
4868,EEAL,Essen-Altenessen
4869,EEBB,Essen-Borbeck
4870,EEBE,Essen-Bergeborbeck
4871,EEBN,Elben
4872,EEBS,"Essen-Borbeck 
      Süd"
4873,EECK,"Bochum 
      Eickhoff"
4874,EEDA,"Emsdetten 
      Stadt"
4875,EEDL,Essen-Dellwig
4876,EEDLH,"Essen-Dellwig 
      (Hp)"
4877,EEDO,"Essen-Dellwig 
      Ost"
4878,EEDT,Emsdetten
4879,EEFD,"Eiserfeld 
      (Sieg)"
4880,EEFO,Essen-Frohnhausen
4881,EEFR,"Essen-Frintrop 
      Fbn"
4882,EEGE,Essen-Gerschede
4883,EEGK,"Bielefeld 
      Ek-Großeinkauf"
4884,EEHG,Eichhagen
4885,EEHH,Essen-Holthausen
4886,EEHR,Essen-Horl
4887,EEHS,"Eichen 
      (Kr Siegen)"
4888,EEHT,Essen-Horst
4889,EEHU,Essen-Hügel
4890,EEI,Eichen
4891,EEIB,Essen-Eiberg
4892,EEIN,"Hagen 
      Einhaus"
4893,EEIN,"Hagen 
      Einhaus"
4894,EEK,Erndtebrück
4895,"EEK 
      1","Erndtebrück 
      (Einsatzstelle)"
4896,EEKA,"Essen-Katernberg 
      Nord Anst"
4897,EEKB,"Essen-Katernberg 
      Süd"
4898,EEKD,"Essen-Katernberg 
      Nord"
4899,EEKL,"Essen 
      Nord Krupp"
4900,EEKN,"Essen-Kray 
      Nord"
4901,EEKP,Essen-Karnap
4902,EEKS,"Essen-Kray 
      Süd"
4903,EEKU,Essen-Kupferdreh
4904,EEKUB,"Essen-Kupferdreh 
      Hp"
4905,EEKUS,"Essen-Kupferdreh 
      See"
4906,EEKUV,"Essen-Kupferdreh 
      VEH"
4907,EEKW,"Erndtebrück 
      Eisenwerk 2"
4908,EEKZ,"Essen-Kray 
      Süd Abzw"
4909,EEL,Elten
4910,EELB,Ehlenbruch
4911,EEM,Emmerich
4912,"EEM 
      1","Emmerich 
      (Einsatzstelle)"
4913,EEMP,Empel-Rees
4914,EEMS,"Münster 
      Ems"
4915,EENA,Ennepetal-Altenvoerde
4916,EENN,"Essen 
      Nord"
4917,EENP,Ennepetal
4918,EENR,Enniger
4919,EENW,"Essen 
      West"
4920,EENWW,"Essen 
      West W401"
4921,EEPE,"Epe 
      (Westfalen)"
4922,EEPR,Espeln-Riege
4923,EERG,Ergste
4924,EERH,"Ehringhausen 
      (b Halver)"
4925,EERI,"Ehringhausen 
      (Kr Lippstadt)"
4926,EERU,Essen-Rüttenscheid
4927,EESA,Essen-Stadtwald
4928,EESD,"Essen 
      Süd"
4929,EESL,Eslohe
4930,EESO,"Essen-Steele 
      Ost"
4931,EESOB,"Essen-Steele 
      Ost Bez. Ruhrbrücke"
4932,EESOR,"Essen-Steele 
      Ost Bez. Ruhrau"
4933,EEST,Essen-Steele
4934,EETR,"Siegen 
      Eintracht Eissieg"
4935,EEUE,Essen-Überruhr
4936,EEV,Eversberg
4937,EEVL,Essen-Vogelheim
4938,EEWD,Essen-Werden
4939,EEWK,"Erndtebrück 
      Eisenwerk 1"
4940,EEWT,Erwitte
4941,EEZB,Etzbach
4942,EEZK,"Etzbach 
      Krages"
4943,EFBU,"Freusburg 
      Siedlung"
4944,EFDB,Fredeburg
4945,EFDG,"Freudenberg 
      (Kr Siegen)"
4946,EFEL,Feldhausen
4947,EFER,"Ferndorf 
      (Kr Siegen)"
4948,EFEU,Feudingen
4949,EFFD,"Friedrichsfeld 
      (Niederrhein)"
4950,EFLA,Flandersbach
4951,EFLS,"Friedrichshütte 
      Laasphe"
4952,EFMK,"Hamm 
      Feldmark"
4953,EFOE,Fröndenberg
4954,EFP,Finnentrop
4955,"EFP 
      1","Finnentrop 
      (Einsatzstelle)"
4956,"EFP 
      B","Finnentrop 
      BFS"
4957,EFRE,Freienohl
4958,EFRM,Frömern
4959,EG,"Gelsenkirchen 
      Hbf"
4960,EG-T,"Gelsenkirchen 
      Hbf"
4961,EGAB,"Hamm 
      Gallberg"
4962,EGAR,Garbeck
4963,EGB,Gelsenkirchen-Bickern
4964,EGBH,Gebhardshain-Steinebach
4965,EGBK,Gelsenkirchen-Bismarck
4966,EGBN,"Gelsenkirchen-Buer 
      Nord"
4967,EGBO,"Gladbeck 
      Ost"
4968,EGBS,"Gelsenkirchen-Buer 
      Süd"
4969,EGBU,"Gelsenkirchen-Buer 
      Nord Hp"
4970,EGBW,"Gladbeck 
      West"
4971,EGDB,"Bork 
      (Westfalen) Gerätedepot Bundeswehr"
4972,EGDF,Gleidorf
4973,EGED,Gerschede
4974,EGG,"Brilon 
      Egger"
4975,EGHE,Gelsenkirchen-Hessler
4976,EGHN,"Gelsenkirchen-Horst 
      Nord"
4977,EGHS,Gelsenkirchen-Hassel
4978,EGK,Geseke
4979,EGKS,"Geseke 
      Süd"
4980,EGLN,"Gütersloh 
      Nord"
4981,EGLO,"Gütersloh 
      Hbf"
4982,EGLOK,"Gütersloh 
      Kaserne"
4983,EGLT,"Gütersloh 
      Ost"
4984,EGMD,Gremmendorf
4985,EGMN,Gemen
4986,EGNH,"Alsdorf 
      Grünebacherhütte"
4987,EGNO,"Grünebach 
      Ort"
4988,EGNP,Grünebach
4989,EGNP,"Alsdorf 
      (Sieg)"
4990,EGOB,Goorbach
4991,EGRA,"Oberhausen 
      Grafenbusch"
4992,EGRN,"Gronau 
      (Westfalen)"
4993,EGRO,Gelsenkirchen-Rotthausen
4994,EGRS,"Gronau 
      (Westfalen) Stadt"
4995,"EGRS 
      1","Gronau 
      (Westfalen) (Einsatzstelle)"
4996,EGRV,Greven
4997,EGS,Gelsenkirchen-Schalke
4998,EGSS,"Gelsenkirchen-Schalke 
      Süd"
4999,EGST,Geist
5000,EGSV,Gelsenkirchen-Scholven
5001,EGVA,Gevelsberg-Knapp
5002,EGVB,"Grevenbrück 
      (Westfalen)"
5003,EGVF,Gevelsberg-Haufe
5004,EGVH,"Gevelsberg 
      Hbf"
5005,EGVHB,"Gevelsberg 
      Busbf"
5006,EGVV,Gevelsberg-Vogelsang
5007,EGW,Gelsenkirchen-Wattenscheid
5008,EGZO,"Gelsenkirchen 
      Zoo"
5009,EGZW,Gladbeck-Zweckel
5010,EHAD,"Haldern 
      (Rheinland)"
5011,EHAE,"Eversberg 
      Häger"
5012,EHAL,"Halle 
      (Westfalen)"
5013,EHAN,"Dortmund 
      Hansa"
5014,EHAT,"Hattingen 
      (Ruhr)"
5015,EHATE,"Hattingen 
      (Ruhr) EBD"
5016,EHATH,"Hattingen 
      (Ruhr) Henrichshütte"
5017,EHBD,Herbede
5018,EHBK,Havixbeck
5019,EHBM,"Horn-Bad 
      Meinberg"
5020,EHBO,Herne-Börnig
5021,EHCH,Hachen
5022,EHCK,Herdecke
5023,EHDB,"Sennestadt-Heideblümchen 
      (Planung)"
5024,EHDF,Helgersdorf
5025,EHDM,"Heidberg 
      (Möhne)"
5026,EHDT,Hervest-Dorsten
5027,EHDW,"Handorf 
      (Westf)"
5028,EHE,Heessen
5029,EHE-A,"Heessen 
      Abzw"
5030,EHE-P,"Heessen 
      Hp"
5031,EHE-U,"Heessen 
      Üst"
5032,EHEG,Heggen
5033,EHEL,Heiligenhaus
5034,EHEM,Hemer
5035,EHEO,Herne-Rottbruch
5036,EHEOV,"Herne-Rottbruch 
      Vockenhof"
5037,EHEP,Helpup
5038,EHER,Herne
5039,EHERG,"Herne 
      (Güterwagengruppe Wanne-Eickel)"
5040,EHERM,"Herne 
      Mt"
5041,EHERT,"Herne 
      Hot"
5042,EHEZ,Herzebrock
5043,EHF,Herdorf
5044,EHFD,Herford
5045,EHFDE,"Herford 
      Englische Bushaltestelle"
5046,EHFS,"Ibbenbüren 
      Hafen Saerbeck"
5047,EHG,"Hagen 
      Hbf"
5048,EHG-B,"Hagen 
      Hbf BFS"
5049,EHG-U,"Hagen 
      Hbf Bussteig"
5050,EHGA,Hagen-Ambrock
5051,EHGB,"Hagen-Oberhagen 
      (Awanst)"
5052,EHGD,Hagen-Delstern
5053,EHGE,Hagen-Eckesey
5054,EHGEN,"Hagen-Eckesey 
      - Stw-Bez Hn"
5055,EHGER,"Hagen-Eckesey 
      - Stw-Bez Hr"
5056,EHGG,"Hagen 
      Gbf"
5057,EHGGB,"Hagen 
      Gbf Bez. West"
5058,EHGGF,"Hagen 
      Gbf (Hgf)"
5059,EHGGM,"Hagen 
      Gbf Bez. Hgm"
5060,EHGGO,"Hagen 
      Gbf Bez. Ost"
5061,EHGGW,"Hagen 
      Gbf Hgw"
5062,EHGH,Hagen-Halden
5063,EHGI,Hagen-Heubing
5064,EHGK,Hagen-Kabel
5065,EHGN,"Herne-Rottbruch 
      Hgn"
5066,EHGO,Hagen-Oberhagen
5067,EHGP,Hagen-Haspe
5068,EHGS,Hagen-Hengstey
5069,EHGU,Hagen-Kückelhausen
5070,EHGV,Hagen-Vorhalle
5071,"EHGV 
      1","Hagen 
      (Bh)"
5072,EHGVE,"Hagen-Vorhalle 
      Einfahrgruppe"
5073,EHGVF,"Hagen-Vorhalle 
      Vof"
5074,EHGVO,"Hagen-Vorhalle 
      Yo"
5075,EHGVW,"Hagen-Vorhalle 
      Vwf"
5076,EHGW,Hagen-Wehringhausen
5077,EHIB,Hilchenbach
5078,EHID,"Schwerte 
      Heide"
5079,EHIG,Hillegossen
5080,EHIL,"Hilchenbach 
      Hillnhütten"
5081,EHIS,"Duisburg 
      Hiberniastraße"
5082,EHIT,Hiltrup
5083,EHK,Hamminkeln
5084,EHKM,"Oberhausen 
      Hütte K/M"
5085,EHL,Halver
5086,EHLN,Hesseln
5087,EHLT,"Haltern 
      (Westfalen)"
5088,"EHLT 
      1","Haltern 
      (Westfalen) (Einsatzstelle)"
5089,EHM,"Hamm 
      (Westfalen) Pbf"
5090,EHM-H,"Hamm 
      (Westfalen) Bussteig H"
5091,EHMD,Hemmerde
5092,EHMR,"Hamm 
      (Westfalen) RLG"
5093,EHMS,"Hamm 
      (Westfalen) Süd RLG"
5094,EHNE,Hennen
5095,EHOC,"Oberhausen 
      Hochstraße"
5096,EHOE,Höcklingsen
5097,EHOF,Hofermühle
5098,EHOG,Hohenlimburg
5099,EHOH,Hohenhagen
5100,EHOK,"Menden 
      Horlecke"
5101,EHOM,"Hörstmar 
      (Lippe)"
5102,EHON,Horstmar(Münster)
5103,EHOP,Hoppecke
5104,EHOR,Horstmar
5105,EHOS,Hösel
5106,EHOV,Hövelhof
5107,EHOY,Hohensyburg
5108,EHOZ,"Holzhausen 
      (Kr Siegen)"
5109,EHPS,"Hamm 
      (Westfalen) Hps"
5110,EHRB,"Hamm 
      (Westfalen) Rbf"
5111,EHRBA,"Hamm 
      (Westfalen) Rbf Hma"
5112,EHRBD,"Hamm 
      (Westfalen) Rbf Hda"
5113,EHRBE,"Hamm 
      (Westfalen) Rbf Hme"
5114,EHRBH,"Hamm 
      (Westfalen) Rbf Hrw"
5115,EHRBM,"Hamm 
      (Westfalen) Rbf Berg Vmo/Hso"
5116,EHRBN,"Hamm 
      (Westfalen) Rbf Hvn"
5117,EHRBO,"Hamm 
      (Westfalen) Rbf Hro"
5118,EHRBR,"Hamm 
      (Westfalen) Rbf Rt II"
5119,EHRBS,"Hamm 
      (Westfalen) Rbf Hso"
5120,EHRBT,"Hamm 
      (Westfalen) Rbf Personalwechselstelle"
5121,EHRBV,"Hamm 
      (Westfalen) Rbf Vmo"
5122,EHRBW,"Hamm 
      (Westfalen) Rbf Hde"
5123,EHRBZ,"Hamm 
      (Westfalen) Rbf Hps"
5124,EHRH,"Heinrichshütte 
      Hp"
5125,EHRI,Herringen
5126,EHRT,"Herten 
      (Westfalen)"
5127,EHSN,"Haus 
      Scheppen"
5128,EHST,Höste
5129,EHTD,"Hüsten 
      Ost"
5130,EHTG,Hüttental-Geisweid
5131,EHTM,"Hattingen 
      (Ruhr) Mitte"
5132,EHTN,"Balve 
      Hertin"
5133,EHUO,"Gelsenkirchen 
      Hugo"
5134,EHUOS,"Gelsenkirchen 
      Hugo Abzw"
5135,EHVR,Hövelriege
5136,EHW,Holtwick
5137,EHWB,Hagen-Westerbauer
5138,EHWK,Harsewinkel
5139,EHWP,Holzwipper
5140,EHWS,"Halle 
      G.-W.-Stadion"
5141,EHWW,"Harsewinkel 
      West"
5142,EHZW,Holzwickede
5143,EIAA,Ibbenbüren-Aasee
5144,EIAV,Isselhorst-Avenwedde
5145,EIAW,"Isselhorst-Avenwedde 
      Anst"
5146,EIBO,"Ibbenbüren 
      Ost"
5147,EIGW,Irmgarteichen-Werthenbach
5148,EIL,Iserlohn
5149,EIL-B,"Iserlohn 
      BFS"
5150,EIL-U,"Iserlohn 
      Busbf"
5151,EILH,Iserlohnerheide
5152,EILO,"Iserlohn 
      Ost"
5153,EIPU,"Unna 
      Industriepark"
5154,EKAI,"Duisburg 
      Kaiserberg"
5155,EKAL,"Kalthof 
      (Kr Iserlohn)"
5156,EKAM,Kamen
5157,EKAN,"Münster 
      (Westfalen) Kanal"
5158,EKAU,"Wissen 
      (Sieg) Kautex"
5159,EKG,Kettwig
5160,EKGS,"Kettwig 
      Stausee"
5161,EKHU,Kirchhundem
5162,EKIE,Kierspe
5163,EKIR,Kirchen
5164,EKJ,"Kirchen 
      Jung"
5165,EKKN,"Hagen-Kabel 
      Klöckner"
5166,EKKR,"Bottrop 
      Klöckner Rohstoffhandlung"
5167,EKLH,"Klausheide 
      (Planung)"
5168,EKLU,"Hemer 
      Klusenstein"
5169,EKM,"Menden 
      KM Europa Metall"
5170,EKMB,Kaan-Marienborn
5171,EKME,Kamen-Methler
5172,EKNT,Küntrop
5173,EKNZ,Kaunitz
5174,EKOL,"Oberhausen 
      Kolkmannshof"
5175,EKRA,"Sassenroth 
      Krämer"
5176,EKRD,Kredenbach
5177,EKRG,"Attendorn 
      Kraghammer"
5178,EKRN,"Dortmund-Körne 
      (Abzw)"
5179,EKRO,"Krombach 
      (Kr Siegen)"
5180,EKRU,Krummenerl
5181,EKSK,"Lippstadt 
      Kisker"
5182,EKSO,"Herdorf 
      Königsstollen"
5183,EKSP,"Sandebeck 
      Kronospan"
5184,EKT,Kreuztal
5185,EKT-G,"Kreuztal 
      Gbf"
5186,"EKT 
      K","Kreuztal 
      Krs"
5187,EKUE,Künsebeck
5188,EKUH,"Bochum 
      Keespe und Hellbrügge (Anst)"
5189,EKV,Kattenvenne
5190,ELAG,"Lage 
      (Lippe)"
5191,"ELAG 
      1","Lage 
      (Lippe) (Einsatzstelle)"
5192,ELBG,"Langenberg 
      (Rheinland)"
5193,ELBK,Lembeck
5194,ELBN,Liesborn
5195,ELDD,Dortmund-Lütgendortmund
5196,ELDH,Lüdinghausen
5197,ELE,Letmathe
5198,"ELE 
      B","Letmathe 
      BFS"
5199,ELEC,"Münster 
      Lechtenberg"
5200,ELED,"Letmathe 
      Dechenhöhle"
5201,ELEH,Lenhausen
5202,ELEI,Leimstruth
5203,ELEN,"Lengerich 
      (Westfalen)"
5204,ELENT,"Lengerich 
      (Westfalen) TWE"
5205,ELEO,Leopoldstal
5206,ELET,"Lette 
      (Kr Coesfeld)"
5207,ELGD,Legden
5208,ELGH,Lengerich-Hohne
5209,ELGO,Lemgo
5210,ELGOL,"Lemgo 
      LEL"
5211,ELGP,"Lengerich-Hohne 
      Pbf"
5212,ELGS,"Lengerich 
      (Westfalen) Stadt"
5213,ELGW,"Langenberg 
      (Westfalen)"
5214,ELIS,Listerscheid
5215,ELIT,"Lintorf 
      (Bz Düsseldorf)"
5216,ELOT,"Duisburg 
      Lotharstraße"
5217,ELPB,"Lippstadt 
      Lippebrücke"
5218,ELPE,"Marl 
      Lippe"
5219,ELPG,Lippborg
5220,ELPN,"Lippstadt 
      Nord"
5221,ELPP,Lippstadt
5222,ELPPG,"Lippstadt 
      Gbf"
5223,ELPPS,"Lippstadt 
      Südstraße"
5224,ELRF,"Freudenberg 
      Landruf"
5225,ELRN,Lünern
5226,ELS,Lüdenscheid
5227,ELS-B,"Lüdenscheid 
      BFS"
5228,ELS-U,"Lüdenscheid 
      Am Busbf"
5229,ELS-Z,"Lüdenscheid 
      Zentrum"
5230,ELSD,Langschede
5231,ELSN,Lendringsen
5232,ELSP,"Bad 
      Laasphe"
5233,ELTF,Littfeld
5234,ELUE,"Lünen 
      Hbf"
5235,ELUS,"Lünen 
      Süd"
5236,ELUT,Lutum
5237,ELUZ,Lützel
5238,EMAF,"Oberhausen 
      Mathilde"
5239,EMAL,Maximilian
5240,EMAM,"Marl 
      Mitte"
5241,EMAN,Massen
5242,EMAR,Marsberg
5243,"EMB 
      G","Medebach 
      Gran Dorado"
5244,EMCH,Müschede
5245,EMDW,Marl-Drewer
5246,EMED,"Menden 
      (Sauerland)"
5247,EMEG,"Meggen 
      (Westfalen)"
5248,EMEK,Mecklenburgenbeck
5249,EMES,"Mersch 
      (Westfalen)"
5250,EMEU,"Menden 
      (Sauerland) Süd"
5251,EMFD,"Marienfeld 
      (Westfalen)"
5252,EMHD,Marbeck-Heiden
5253,EMHI,"Helmeringshausen 
      Mitteldt. Hartstein Industrie"
5254,EMHM,Marl-Hamm
5255,EMHO,Mehrhoog
5256,EMIK,"Geseke 
      Milke"
5257,EMIL,"Millingen 
      (Kr Rees)"
5258,EMKE,"Mark 
      Elverlingsen"
5259,EMKS,"Mark 
      Siesel"
5260,EMLR,"Mülheim 
      (Ruhr) Hbf"
5261,EMMB,"Würgendorf 
      Mannesmann Stahlwerk"
5262,EMOE,"Möllen 
      (Niederrhein)"
5263,EMOH,"Bochum 
      Mönninghoff"
5264,EMRH,"Mülheim 
      (Ruhr)-Heißen"
5265,EMRHB,"Mülheim 
      (Ruhr)-Heißen Brechpunkt S"
5266,EMRK,Mark
5267,EMRS,"Mülheim 
      (Ruhr)-Speldorf"
5268,EMRSH,"Mülheim 
      (Ruhr)-Speldorf Hafen"
5269,EMRW,"Mülheim 
      (Ruhr) West"
5270,EMRY,"Mülheim 
      (Ruhr)-Styrum"
5271,EMSD,Meschede
5272,EMSI,Marl-Sinsen
5273,EMSN,Messinghausen
5274,EMSO,"Münster 
      (Westfalen) Ost"
5275,EMST,"Münster 
      (Westfalen) Hbf"
5276,EMSTB,"Münster 
      (Westfalen) Hbf Bus"
5277,EMSTG,"Münster 
      (Westfalen) Gbf"
5278,EMSTH,"Münster 
      (Westfalen) Hafen"
5279,EMSTP,"Münster 
      (Westfalen) Pbf"
5280,EMSW,"Münster 
      (Westfalen) Hbf WLE"
5281,EMTE,"Metelen 
      Land"
5282,EMUB,"Beringhausen 
      Mühlenbein"
5283,EMUD,Mudersbach
5284,EMUL,"Garbeck 
      Müller"
5285,EMUN,Müschen
5286,EMUW,"Münster 
      (Westfalen) Unterwerk"
5287,EMV,Maria-Veen
5288,EMZH,Meinerzhagen
5289,ENBE,Nienberge
5290,ENBM,Neubeckum
5291,ENBMG,"Neubeckum 
      Gbf"
5292,ENBMP,"Neubeckum 
      Pbf"
5293,ENBW,"Neubeckum 
      WLE"
5294,ENCH,Nachrodt
5295,ENDE,Niedereimer
5296,ENDI,Niederdielfen
5297,ENDN,Niederschelden
5298,ENDO,"Niederschelden 
      Nord"
5299,ENDR,Niederdreisbach
5300,ENDV,Niederhövels
5301,ENFI,Niederfischbach
5302,ENHA,"Siegen-Weidenau 
      Neue Haardt"
5303,ENHF,"Nevinghof/Münster 
      Zentrum Nord"
5304,ENHG,"Nienhagen 
      (b Detmold)"
5305,ENHH,Neheim-Hüsten
5306,ENHR,"Neheim-Hüsten 
      RLG"
5307,ENHST,"Neheim-Hüsten 
      GSW"
5308,ENHU,"Neheim-Hüsten 
      Ue (RLG)"
5309,ENHW,"Neheim-Hüsten 
      West"
5310,ENID,Niederdresselndorf
5311,ENIE,Niederndorf
5312,ENIR,Nierenhof
5313,ENK,"Neunkirchen 
      (Kr Siegen)"
5314,ENKN,"Neunkirchen 
      (Kr Siegen) Nord"
5315,ENOB,Nordbögge
5316,ENOBU,"Nordbögge 
      (Üst)"
5317,ENON,"Gelsenkirchen 
      Nordstern"
5318,ENOW,Nordwalde
5319,ENRA,Neuenrade
5320,ENTE,Dortmund-Nette
5321,ENTS,"Netphen 
      (Sieg)"
5322,ENUO,"Nuttlar 
      Ost"
5323,ENUT,Nuttlar
5324,ENV,Neviges
5325,ENWW,"Menden 
      Neuwalzwerk"
5326,EOB,"Oberhausen 
      Hbf"
5327,"EOB 
      2","Oberhausen 
      (Einsatzstelle)"
5328,EOB-N,"Oberhausen 
      Hbf Obn"
5329,EOB-O,"Oberhausen 
      Hbf Obo"
5330,EOBD,"Oberhausen 
      Dom"
5331,EOBG,Oberbrügge
5332,EOBR,"Oberhausen 
      West"
5333,EOBRB,"Oberhausen 
      West Abzw Oro"
5334,EOBRE,"Oberhausen 
      West Eisenbahn und Häfen"
5335,EOBRK,"Oberhausen 
      West Dk"
5336,EOBRM,"Oberhausen 
      West Orm"
5337,EOBRO,"Oberhausen 
      West Oro"
5338,EOBRS,"Oberhausen 
      West Stw 1"
5339,EOBRT,"Oberhausen 
      West Ath"
5340,EOBRW,"Oberhausen 
      West Orw"
5341,EOBRZ,"Oberhausen 
      West Stw 2"
5342,EOBU,Oberhausen-Buschhausen
5343,EOBW,"Oberndorf 
      (Kr Wittgenstein)"
5344,EOD,Oberaden
5345,EODR,Oberdreisbach
5346,EOEL,Oelde
5347,EOER,Oerlinghausen
5348,EOES,"Hemer 
      Oese"
5349,EOFE,Oberhausen-Osterfeld
5350,EOG,"Oberhausen 
      Gasometer"
5351,EOH,"Oberhausen 
      Hütte"
5352,EOHT,Oberhausen-Holten
5353,EOLP,Olpe
5354,EOLS,Olsberg
5355,EOLT,Oldentrup
5356,EOND,Ondrup
5357,EOP,Ochtrup
5358,EOS,"Oberhausen-Osterfeld 
      Süd"
5359,EOS-B,"Oberhausen-Osterfeld 
      Süd Ostberg"
5360,EOS-D,"Oberhausen-Osterfeld 
      Süd Stw 3"
5361,EOS-F,"Oberhausen-Osterfeld 
      Süd Stw 15"
5362,EOS-G,"Oberhausen-Osterfeld 
      Süd Westberg"
5363,EOS-O,"Oberhausen-Osterfeld 
      Süd Ost"
5364,"EOS 
      P","Oberhausen-Osterfeld 
      Süd Pbf"
5365,EOS-V,"Oberhausen-Osterfeld 
      Süd Bezirk IV"
5366,EOS-W,"Oberhausen-Osterfeld 
      Süd Swo"
5367,EOSD,Oberhausen-Sterkrade
5368,EOSDT,"Oberhausen-Sterkrade 
      Thyssen"
5369,EOTN,Ostönnen
5370,EOVP,Oeventrop
5371,EPD,"Paderborn 
      Hbf"
5372,EPD-B,"Paderborn 
      Hbf Bushaltestelle"
5373,EPD-G,"Paderborn 
      Gbf"
5374,EPD-W,"Paderborn 
      Aw"
5375,EPDK,"Paderborn 
      Kasseler Tor"
5376,EPDN,"Paderborn 
      Nord"
5377,EPDR,"Paderborn 
      Rosentor (Planung)"
5378,EPDW,"Paderborn 
      Aw"
5379,EPFB,"Neunkirchen 
      Pfannenberg"
5380,EPK,Pelkum
5381,EPLE,"Münster 
      Pleister"
5382,EPLH,Plettenberg-Hestenberg
5383,EPLM,"Plettenberg 
      Mitte"
5384,EPLO,"Plettenberg 
      Oberstadt"
5385,EPLT,Plettenberg
5386,EPLTB,"Plettenberg 
      BFS"
5387,EPLU,"Wanne-Eickel 
      Pluto"
5388,EPLZ,"Eversberg 
      Pilz"
5389,EPRA,Praest
5390,EPRL,"Essen 
      Prosper-Levin"
5391,EPRN,"Lünen 
      Preußen"
5392,EPVP,"Bochum 
      »Prinz von Preußen«"
5393,EQL,Quelle
5394,EQLK,"Quelle 
      Kupferheide"
5395,EQTW,Quantwick
5396,ERAE,Raestrup-Everswinkel
5397,ERDB,"Hamm 
      Radbod"
5398,ERDW,Rheda-Wiedenbrück
5399,ERE,"Recklinghausen 
      Hbf"
5400,EREH,"Hagen 
      Rehsiepen"
5401,EREHG,"Rehsiepen 
      G/H"
5402,EREK,Reken
5403,ERES,"Recklinghausen 
      Süd"
5404,ERFE,Reckenfeld
5405,ERHA,Rhade
5406,ERHD,Rohdenhaus
5407,ERHI,Recklinghausen-Hillen
5408,ERHO,"Recklinghausen 
      Ost"
5409,ERHY,Rhynern
5410,ERIG,Ringel
5411,ERIK,Rinkerode
5412,ERKS,"Thülen 
      Rekostein"
5413,ERKW,"Flandersbach 
      RKW"
5414,ERMA,Raumland-Markhausen
5415,ERMH,"Remmighausen 
      (Lippe)"
5416,EROE,Rönkhausen
5417,EROL,Rummenohl
5418,EROLB,"Rummenohl 
      BFS"
5419,ERSH,"Rosenheim 
      (Westerwald)"
5420,ERSU,Recklinghausen-Suderwich
5421,ERSW,"Rheda-Wiedenbrück 
      Süd"
5422,ERTL,"Duisburg 
      Ruhrtal"
5423,ERTN,Rüthen
